article_id,title,year,issue,volume,pages,volumn_page,pdf_url,doi
art10387,吸入沙丁胺醇溴化异丙托品对喘息性支气管炎婴幼儿肺功能的影响,2006,04,8,295-297,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10387,
art10388,小儿社区获得性耐甲氧西林金黄色葡萄球菌感染临床分析,2006,04,8,298-300,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10388,
art10389,沐舒坦不同给药方式预防早产儿呼吸窘迫综合征疗效观察,2006,04,8,301-303,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10389,
art10390,轮状病毒肠炎患儿血清及粪便白细胞介素-18和干扰素-γ含量的变化及意义,2006,04,8,304-306,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10390,
art10391,过敏性紫癜病儿树突细胞分泌白细胞介素-12水平与T_H1/T_H2的变化,2006,04,8,307-310,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10391,
art10392,McCune-Albright综合征,2006,04,8,311-314,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10392,
art10393,低温对小鼠缺氧缺血性脑损伤的保护作用,2006,04,8,315-318,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10393,
art10395,L-精氨酸对宫内发育迟缓胎鼠胰岛素样生长因子及其结合蛋白表达的影响,2006,04,8,319-322,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10395,
art10394,人脐静脉内皮细胞中还原型辅酶Ⅱ氧化酶对缺氧诱导因子-1α及内皮素-1表达的影响及其机制探讨,2006,04,8,323-326,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10394,
art10396,Caspase-8和DR5在TRAIL诱导神经母细胞瘤细胞凋亡中的作用,2006,04,8,327-330,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10396,
art10397,7～13岁儿童意外伤害干预研究,2006,04,8,331-333,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10397,
art10398,母乳喂养与4～5岁儿童气质及行为发育关系研究,2006,04,8,334-337,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10398,
art10399,上海地区儿童呼吸道感染致病菌耐药性研究,2006,04,8,338-340,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10399,
art10400,还原型谷胱甘肽治疗新生儿缺氧缺血性心肌损害的疗效观察,2006,04,8,341-342,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10400,
art10401,母乳性黄疸脑干听觉诱发电位检测分析,2006,04,8,343-344,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10401,
art10402,儿童噬血细胞性淋巴组织增生症28例临床研究,2006,04,8,345-347,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10402,
art10403,小儿肾上腺结核继发阿狄森病并发肝结核1例,2006,04,8,348-349,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10403,
art10404,同胞兄弟二人同患粘多糖病Ⅱ型报告,2006,04,8,350-351,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10404,
art10405,右位心并左肺舌叶不张纵隔肺疝1例,2006,04,8,351-352,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10405,
art10378,金黄色葡萄球菌性烫伤样皮肤综合征临床分析,2006,04,8,353-353,https://www.zgddek.com/CN/Y2006/V8/I04,https://www.zgddek.com/CN/PDF/10378,
art10350,《中国新生儿营养支持临床应用指南》解读,2006,05,8,351-352,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10350,
art10351,中国新生儿营养支持临床应用指南,2006,05,8,352-356,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10351,
art10352,多巴胺D4受体基因启动子区多态性与慢性抽动障碍的关联研究(英文),2006,05,8,357-360,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10352,
art10353,应用近红外光谱技术评价早产儿认知功能的探讨,2006,05,8,361-364,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10353,
art10354,小儿下呼吸道感染的细菌病原学分析,2006,05,8,365-368,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10354,
art10355,温州地区儿童急性下呼吸道感染病原学及细菌耐药性检测,2006,05,8,369-372,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10355,
art10356,肺炎支原体肺炎患儿急性期外周血IFN-γIL-4的变化,2006,05,8,373-375,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10356,
art10357,黄芪对反复扁桃体炎患儿辅助性T淋巴细胞亚群功能状态的影响,2006,05,8,376-378,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10357,
art10358,支气管哮喘患者TH细胞的极化状态及临床意义,2006,05,8,379-381,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10358,
art10359,IL-4IL-5及IgE在儿童咳嗽变异性哮喘中的价值,2006,05,8,382-384,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10359,
art10360,先天愚型合并先天性白血病及先天性心脏病1例,2006,05,8,384-384,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10360,
art10361,葡萄糖-6-磷酸脱氢酶缺乏症患儿G-6-PDmRNA表达的研究,2006,05,8,385-387,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10361,
art10362,支气管哮喘患儿心功能变化及其临床意义,2006,05,8,388-390,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10362,
art10363,先天性高胰岛素血症,2006,05,8,391-394,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10363,
art10364,不同血糖水平对缺氧缺血新生大鼠脑内葡萄糖转运蛋白基因表达的影响研究,2006,05,8,395-401,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10364,
art10365,新生大鼠反复惊厥对脑内γ-氨基丁酸B1受体表达的影响,2006,05,8,402-407,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10365,
art10366,ALA-PDT减轻同种异基因小鼠骨髓移植后移植物抗宿主病的实验研究,2006,05,8,408-412,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10366,
art10367,BCG干预对哮喘小鼠调节性T细胞生成的影响,2006,05,8,413-416,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10367,
art10368,结缔组织生长因子在高氧致早产鼠慢性肺疾病中的表达及其作用,2006,05,8,417-420,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10368,
art10369,戊四氮诱导发育鼠癫癎持续状态后海马神经发生及MK-801的影响,2006,05,8,421-424,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10369,
art10370,肠三叶因子在内毒素致幼鼠肠损伤中的作用及意义,2006,05,8,425-428,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10370,
art10371,足月新生儿高间接胆红素血症与中枢损害关系的探讨,2006,05,8,429-430,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10371,
art10372,不同病因危重症小儿心肌酶谱变化特点,2006,05,8,431-432,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10372,
art10373,同型全血外周动静脉同步换血治疗重症新生儿高胆红素血症,2006,05,8,433-434,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10373,
art10374,双胞胎同患肌-眼-脑病,2006,05,8,435-436,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10374,
art10375,多发性神经纤维瘤I型一家系,2006,05,8,437-438,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10375,
art10376,糖原累积病Ⅰ型并新型隐球菌性脑膜炎1例,2006,05,8,439-440,https://www.zgddek.com/CN/Y2006/V8/I05,https://www.zgddek.com/CN/PDF/10376,
art10316,雄激素对新生大鼠缺氧缺血脑损伤的保护作用及机制研究(英文),2006,06,8,441-446,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10316,
art10317,正常新生儿导纳式双侧脑血流图检测,2006,06,8,447-449,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10317,
art10318,缺氧缺血性脑病新生儿血浆生长激素和催乳素水平变化及其临床意义,2006,06,8,450-452,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10318,
art10319,哮喘儿童IgE高亲合力受体β链基因多态性的初步研究,2006,06,8,453-456,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10319,
art10320,4岁以下哮喘患儿特应性状态及其与临床特征关系,2006,06,8,457-460,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10320,
art10321,儿童急性淋巴细胞性白血病细胞内IL-6IFN-γ水平变化及其临床意义,2006,06,8,461-463,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10321,
art10322,微生态制剂防治新生儿坏死性小肠结肠炎病例对照研究,2006,06,8,464-466,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10322,
art10323,肾病综合征患儿血清铁与转铁蛋白的变化,2006,06,8,467-469,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10323,
art10324,孤独症患儿婴儿时期的行为特征研究,2006,06,8,470-472,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10324,
art10325,儿童鼻部致病菌携带状况与急性细菌性呼吸道感染的前瞻性研究,2006,06,8,473-475,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10325,
art10326,儿童单纯疱疹病毒感染血清学检查分析,2006,06,8,476-478,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10326,
art10327,抗胸腺球蛋白/抗淋巴细胞球蛋白治疗重型再生障碍性贫血的疗效及其并发症,2006,06,8,479-481,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10327,
art10328,缬沙坦恢复哮喘大鼠气道肝细胞生长因子的生成及其意义,2006,06,8,482-485,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10328,
art10329,一氧化氮吸入对新生鼠高氧肺损伤时表面活性蛋白A和肺甘露糖结合力的影响,2006,06,8,486-490,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10329,
art10330,血管内皮生长因子对人急性白血病细胞凋亡影响及相关基因表达的临床与实验研究,2006,06,8,491-495,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10330,
art10331,谷氨酰胺对内毒素血症幼年大鼠小肠上皮细胞凋亡的作用及其机制探讨,2006,06,8,496-498,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10331,
art10332,湿疹-血小板减少紫癜综合征1例报告及文献复习,2006,06,8,499-501,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10332,
art10333,新生儿肾上腺出血22例临床分析,2006,06,8,502-504,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10333,
art10334,以内分泌改变为首发症状的儿童颅内肿瘤13例临床分析,2006,06,8,505-506,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10334,
art10335,巨细胞病毒感染致婴儿血液系统异常,2006,06,8,507-508,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10335,
art10336,托吡酯治疗儿童偏头痛的临床研究,2006,06,8,509-510,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10336,
art10337,异丙酚复合静脉麻醉用于儿童纤维支气管镜检查临床观察,2006,06,8,511-512,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10337,
art10338,连续性血液净化治疗儿童危重症合并急性肾功能衰竭,2006,06,8,513-515,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10338,
art10339,外周动静脉同步换血治疗新生儿高胆红素血症临床研究,2006,06,8,516-518,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10339,
art10340,1100例小儿先天性心脏病经导管介入治疗护理经验总结,2006,06,8,519-520,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10340,
art10341,Prader-Willi综合征1例,2006,06,8,521-523,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10341,
art10342,新生儿窒息复苏近况,2006,06,8,524-526,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10342,
art10343,叶酸缺乏导致人类先天性异常的机制研究进展,2006,06,8,527-530,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10343,
art10344,溶血性尿毒综合征,2006,06,8,531-534,https://www.zgddek.com/CN/Y2006/V8/I06,https://www.zgddek.com/CN/PDF/10344,
art9900,基质金属蛋白酶-8及其组织抑制因子-1在高氧致新生鼠肺纤维化中的基因表达及其意义,2007,01,9,1-5,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9900,
art9901,癫癎儿童发作间期全夜睡眠状况初步分析,2007,01,9,6-10,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9901,
art9902,儿童癫癎对药物反应性与多药耐药基因MDR1C3435T多态性的相关性研究,2007,01,9,11-14,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9902,
art9903,呼吸窘迫综合征并发支气管肺发育不良危险因素分析,2007,01,9,15-18,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9903,
art9904,新生儿和产妇红细胞免疫功能相关性分析,2007,01,9,19-21,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9904,
art9905,血清胰岛素样生长因子Ⅰ及生长激素与新生儿缺氧缺血性脑病的关系,2007,01,9,22-24,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9905,
art9906,左冠状动脉起源于肺动脉的临床分析,2007,01,9,25-27,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9906,
art9907,儿童急性早幼粒细胞白血病46例长期随访及预后分析,2007,01,9,28-32,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9907,
art9932,Daxx蛋白在儿童急性白血病中的表达及其临床意义,2007,01,9,33-36,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9932,
art9950,亚低温减轻新生大鼠缺氧缺血脑细胞凋亡的作用及机制研究,2007,01,9,37-41,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9950,
art9951,神经节苷脂对整合素α2β1介导神经母细胞瘤细胞粘附于胶原蛋白的影响,2007,01,9,42-46,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9951,
art9952,荧光定量RT-PCR 检测神经母细胞瘤细胞MYCN基因mRNA的表达,2007,01,9,47-50,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9952,
art9953,NMDA微量注射对脑皮质细胞磷酸化NMDA受体-1亚基表达的影响,2007,01,9,51-53,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9953,
art9954,抗癫癎药妥泰对幼鼠肝毒性的实验研究,2007,01,9,54-58,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9954,
art9955,Kiss-1在雌性性早熟大鼠下丘脑中mRNA的表达,2007,01,9,59-62,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9955,
art9956,阿奇霉素对香烟烟雾致肺泡Ⅱ型上皮细胞损伤的保护作用及其机制研究,2007,01,9,63-66,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9956,
art9957,新生儿处女膜闭锁误诊原因分析,2007,01,9,67-68,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9957,
art9958,利他林治疗小儿遗尿症40例疗效观察,2007,01,9,69-70,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9958,
art9959,窒息新生儿甲状旁腺素变化及临床意义,2007,01,9,71-72,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9959,
art9960,米力农治疗小儿心力衰竭的临床应用,2007,01,9,73-74,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9960,
art9961,早产儿围生期高危因素及并发症分析,2007,01,9,75-76,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9961,
art9962,与附着点炎症相关幼年特发性关节炎临床分析,2007,01,9,77-78,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9962,
art9963,螺旋CT血管造影在儿童高血压病因筛查中的价值,2007,01,9,79-80,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9963,
art9964,儿童韦格纳肉芽肿并肺损害2例报告并文献复习,2007,01,9,81-82,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9964,
art9965,川崎病引起双上眼睑下垂1例,2007,01,9,83-83,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9965,
art9966,新生儿先天性心脏病术后急性肾衰腹膜透析1例,2007,01,9,84-84,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9966,
art9967,婴儿猝死综合征,2007,01,9,85-89,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9967,
art9968,Toll样受体与神经系统疾病,2007,01,9,90-92,https://www.zgddek.com/CN/Y2007/V9/I01,https://www.zgddek.com/CN/PDF/9968,
art9908,加强小儿肾脏病临床治疗的循证研究,2007,02,9,93-94,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9908,
art9909,儿童慢性肾脏病的分子病理基础及临床防治对策,2007,02,9,95-98,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9909,
art9910,儿童肾移植中的热点问题,2007,02,9,99-100,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9910,
art9911,IgA肾病治疗的循证医学证据,2007,02,9,101-103,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9911,
art9912,肾脏替代治疗在儿童的应用进展,2007,02,9,104-106,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9912,
art9913,免疫抑制剂毒副作用及临床使用的相关问题,2007,02,9,107-112,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9913,
art9914,遗传性肾脏疾病的治疗展望,2007,02,9,113-116,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9914,
art9915,1 316例小儿肾脏病临床与病理分布特点,2007,02,9,117-121,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9915,
art9916,原发性肾病综合征儿童尿液双向电泳图谱的建立,2007,02,9,122-124,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9916,
art9917,肥大细胞在过敏性紫癜肾炎患儿肾间质纤维化中的作用,2007,02,9,125-128,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9917,
art9918,儿童紫癜性肾炎临床与病理相关性分析,2007,02,9,129-132,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9918,
art9919,成纤维细胞生长因子受体4在人发育肾和病理肾中的表达,2007,02,9,133-138,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9919,
art9920,肾病综合征水肿治疗效果的循证医学证据,2007,02,9,139-143,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9920,
art9921,干细胞因子联合粒细胞集落刺激因子对单侧输尿管梗阻大鼠骨髓干细胞及内皮祖细胞的动员作用,2007,02,9,144-148,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9921,
art9922,新生儿高胆红素血症对肾小管功能损害与尿β2微球蛋白的关系,2007,02,9,149-150,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9922,
art9923,25例婴幼儿肾病综合征临床与病理分析,2007,02,9,151-152,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9923,
art9924,肾炎康复片对紫癜性肾炎的疗效观察及对尿IL-6的影响,2007,02,9,153-154,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9924,
art9925,地塞米松对脂多糖诱导的急性肺损伤幼鼠肺表面活性物质蛋白－D的影响,2007,02,9,155-158,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9925,
art9926,叶酸拮抗剂甲氨喋呤导致斑马鱼心脏发育异常及BMP2b HAS2表达下调,2007,02,9,159-163,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9926,
art9927,新生大鼠脑白质损害时神经细胞凋亡及bcl-2蛋白的表达变化,2007,02,9,164-168,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9927,
art9928,卡托普利对高氧致新生大鼠慢性肺疾病的保护作用及机制探讨,2007,02,9,169-173,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9928,
art9929,高氧环境下未成熟大鼠视网膜的脂质过氧化损伤,2007,02,9,174-176,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9929,
art9930,脊髓小脑性共济失调儿童患者1例,2007,02,9,177-178,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9930,
art9931,儿童患者临终关怀的研究进展,2007,02,9,179-182,https://www.zgddek.com/CN/Y2007/V9/I02,https://www.zgddek.com/CN/PDF/9931,
art9933,11β-羟甾类脱氢酶抑制剂对高脂喂养SD 大鼠体重及糖耐量的影响,2007,03,9,183-187,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9933,
art9934,经肛巨结肠根治术后患儿的肛肠功能评价,2007,03,9,188-192,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9934,
art9935,NICU出院早产儿1岁时神经发育预后及干预依从性对其的影响,2007,03,9,193-197,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9935,
art9936,2002-2005年湖南省儿童白血病临床资料分析,2007,03,9,198-200,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9936,
art9937,幽门螺杆菌菌株类型与儿童上消化道疾病的关系,2007,03,9,201-204,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9937,
art9938,不同疗程三联药物治疗儿童幽门螺杆菌感染的疗效观察,2007,03,9,204-205,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9938,
art9939,睡前进食对夜间胃食管反流的影响,2007,03,9,207-209,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9939,
art9940,整合视听连续测试诊断注意缺陷多动障碍的临床应用探讨,2007,03,9,210-212,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9940,
art9941,儿童心肌炎动态心电图监测临床价值探讨,2007,03,9,213-215,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9941,
art9942,丙酮酸脱氢酶E1ɑ亚单位缺陷导致Leigh综合征,2007,03,9,216-219,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9942,
art9943,脑室周围白质软化新生大鼠模型的创建及所伴随的白内障病变,2007,03,9,220-224,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9943,
art9944,3日龄未成熟大鼠缺血性脑损伤后少突胶质细胞超微结构变化,2007,03,9,225-228,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9944,
art9945,妥泰、丙戊酸钠对成年及幼年大鼠血清瘦素和胰岛素水平的影响,2007,03,9,229-232,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9945,
art9946,氨力农对大鼠在体肺缺血再灌注损伤的保护作用,2007,03,9,233-236,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9946,
art9947,连续性血液透析滤过治疗肠穿孔腹膜炎SIRS幼猪疗效观察,2007,03,9,237-240,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9947,
art9948,高压氧促HIBD新生大鼠内源性神经干细胞增殖过程中Wnt-3蛋白的变化,2007,03,9,241-246,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9948,
art9949,Ａ型肉毒毒素治疗痉挛型脑性瘫痪下肢肌群的剂量-反应关系研究,2007,03,9,247-248,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9949,
art9969,滋阴泻火中药为主治疗女性特发性性早熟的临床分析,2007,03,9,249-250,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/9969,
art10050,过敏性紫癜的中枢神经系统损害,2007,03,9,251-252,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/10050,
art10055,血液灌流抢救重度氟乙酰胺中毒的疗效观察,2007,03,9,253-254,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/10055,
art10057,轻度胃肠炎伴发良性婴幼儿惊厥26例临床分析与随访,2007,03,9,255-256,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/10057,
art10067,早期先天性梅毒临床分析,2007,03,9,257-258,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/10067,
art10072,遗传性多发性外生骨疣一家系3代5例报告,2007,03,9,258-259,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/10072,
art10074,能否常规应用地塞米松促进极低出生体重儿拔管和撤机,2007,03,9,260-263,https://www.zgddek.com/CN/Y2007/V9/I03,https://www.zgddek.com/CN/PDF/10074,
