article_id,title,authors,doi,detail_url,pdf_url,issue_url
822,氯胺酮复合或不复合右美托咪定作为白内障患儿术前用药的对比分析,贾继娥，陈佳瑶，胡潇，李文献△,https://doi.org/10.3969/j.issn.16728467.2013.03.022,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.03.022,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=822,https://jms.fudan.edu.cn/CN/Y2013/V40/I03
823,小儿左冠状动脉异常起源于肺动脉(ALCAPA)的手术治疗,闫宪刚，贾兵△，陈张根，叶明，宓亚平，钟慧,https://doi.org/10.3969/j.issn.16728467.2013.03.023,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.03.023,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=823,https://jms.fudan.edu.cn/CN/Y2013/V40/I03
824,紫杉类联合奥沙利铂作为新辅助化疗治疗局部晚期食管鳞癌,薛亮，王群，谭黎杰，袁云锋，徐松涛△,https://doi.org/10.3969/j.issn.16728467.2013.03.024,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.03.024,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=824,https://jms.fudan.edu.cn/CN/Y2013/V40/I03
825,肠道微生态与肝、肾疾病的相互影响,李琦(综述)，寿张飞△(审校),https://doi.org/10.3969/j.issn.16728467.2013.03.025,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.03.025,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=825,https://jms.fudan.edu.cn/CN/Y2013/V40/I03
826,实时三维超声心动图(RT3DE)评价正常比格犬右心室节段容积和收缩功能的价值,"孔德红1,3,4;舒先红1,3,4△;陈永乐1,3,4;程蕾蕾1,3,4;董丽莉1,3,4;陈丹丹2;周达新2",https://doi.org/10.3969/j.issn.16728467.2013.04.001,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.001,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=826,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
827,卵泡刺激素(FSH)对卵巢癌HEY细胞系Notch通路及转录因子Snail表达的影响,"刘姝蓉1,姚晔俪2,贾罗琦1,陈奇1,丁景新1△,华克勤1,丰有吉3",https://doi.org/10.3969/j.issn.16728467.2013.04.002,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.002,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=827,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
828,正五聚体蛋白-3(PTX-3)评估多发性大动脉炎(TA)病情活动性的价值,"孙颖1,马莉莉1,刘豪2,侯君3,丁玉芹2,严福华2,姜林娣1△",https://doi.org/10.3969/j.issn.16728467.2013.04.003,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.003,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=828,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
829,阿司匹林对博莱霉素致大鼠肺间质纤维化的抑制作用及其机制,"陶振钢1▲,袁颖2▲,顾俭勇1,施东伟1,姚晨玲1,童朝阳1,沈洪1,薛明明1,宋振举1,蔡映云2△",https://doi.org/10.3969/j.issn.16728467.2013.04.004,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.004,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=829,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
830,华东部分农村地区结核分枝杆菌的VNTR-MIRU分子特征,"刘美伶1,王学高2,周碧波3,陆怀初3,杨尚波2,蒋伟利1,刘媛1,王伟炳1△",https://doi.org/10.3969/j.issn.16728467.2013.04.005,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.005,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=830,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
831,苏州地区5岁以下严重急性呼吸道感染(SARI)住院患儿的病毒病原学和临床特征分析,江艳微1，华军2△，吴婧1，王丹1，李莺3，丁云芳4，张涛1，赵根明1,https://doi.org/0.3969/j.issn.16728467.2013.04.006,https://jms.fudan.edu.cn/CN/0.3969/j.issn.16728467.2013.04.006,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=831,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
832,猪颈总动脉(CCA)有形成分与血管顺应性的关系,"李学敏1,潘天岳2,王璐3,关国平3,王克强4,杨琳5,张红旗1△",https://doi.org/10.3969/j.issn.16728467.2013.04.007,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.007,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=832,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
833,p38蛋白激酶(p38 MAPK)在癫疒间大鼠脑内的表达,"王翠翠1,2陈英辉1,2△",https://doi.org/10.3969/j.issn.16728467.2013.04.008,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.008,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=833,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
834,外源性1-磷酸神经鞘氨醇(S1P)对大鼠骨骼肌成肌细胞DNA合成的影响,"于欢,熊建军,陈培良,周师洁,李卫东△",https://doi.org/10.3969/j.issn.16728467.2013.04.009,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.009,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=834,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
835,胰高血糖素样肽2 (GLP-2)促进肠切除术后大鼠小肠黏膜增殖及其与时间的相关性,"陈骏1,蔡元坤1△,周莹3,楚晓1,李小静2,武景波2",https://doi.org/10.3969/j.issn.16728467.2013.04.010,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.010,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=835,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
836,近红外漫反射光谱(NIRS)结合TQ软件建立盾叶薯蓣中薯蓣皂苷元定量模型,"谢彩侠,胡亚楠,左春芳,白雁△,雷敬卫,王星",https://doi.org/10.3969/j.issn.16728467.2013.04.011,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.011,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=836,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
837,环氧化酶-2 (COX-2)抑制剂联合白细胞介素-2 (IL-2)增强小鼠肾癌免疫治疗敏感性的研究,"胡骁轶1,蔡佳荣1,2,储以微3,王国民1△",https://doi.org/10.3969/j.issn.16728467.2013.04.012,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.012,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=837,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
838,在职人群身体活动社会心理因素量表的修订及信效度评价,"贾英男1,李洋1,梁羽佳1,顾沈兵2,傅华1△",https://doi.org/10.3969/j.issn.16728467.2013.04.013,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.013,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=838,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
839,剖宫产切口瘢痕妊娠(CSP)子宫动脉栓塞(UAE)后宫腹腔镜联合手术和刮宫术的比较,"武欣1,何以丰2△,吴学浙3,薛晓红1,林如1,袁英1,汪清1",https://doi.org/10.3969/j.issn.16728467.2013.04.014,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.014,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=839,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
840,微创Wheat手术4例报道,"沈金强1,2▲;夏利民1,2▲;魏来1,2;宋凯1,2;杨兆华1,2;刘欢1,2;朱家泗1,2;王春生1,2△",https://doi.org/10.3969/j.issn.16728467.2013.04.015,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.015,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=840,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
841,补肾健脾方联合孕激素保胎效果分析,"许秀平,王文君△,归绥琪,李大金",https://doi.org/10.3969/j.issn.16728467.2013.04.016,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.016,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=841,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
842,全麻(GA)复合胸段硬膜外阻滞(TEA)对术中输注氨基酸患者氧耗量(VO2)的影响,"吴少勇▲,葛圣金△,方琰",https://doi.org/10.3969/j.issn.16728467.2013.04.017,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.017,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=842,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
843,子宫内膜异位症(EM)瘤变23例分析,"孙莉1,肖喜荣2,李斌2△",https://doi.org/10.3969/j.issn.16728467.2013.04.018,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.018,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=843,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
844,左室收缩功能正常的心血管病患者血脑钠肽(BNP)升高相关因素的回顾性分析,"杨艳,龚辉△,史益军,凌怡,张象贤,黄雷军",https://doi.org/10.3969/j.issn.16728467.2013.04.019,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.019,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=844,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
845,膀胱出口梗阻(BOO)与逼尿肌细胞力信号转导通路相关性的研究进展,"杨渊峰(综述),王国民△(审校),王杭",https://doi.org/10.3969/j.issn.16728467.2013.04.020,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.020,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=845,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
846,人乳头状病毒(HPV)与口咽癌相关性的研究进展,"胡凤玲(综述),余优成△(审校)",https://doi.org/10.3969/j.issn.16728467.2013.04.021,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.021,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=846,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
847,TWIST基因甲基化在肿瘤发生发展中的研究进展,"高峰1(综述),薛明明2,尹化斌1△(审校)",https://doi.org/10.3969/j.issn.16728467.2013.04.022,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.022,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=847,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
848,内皮祖细胞(EPCs)在心脏移植物血管病变(CAV)中的研究进展,"胡馗1,2(综述)洪涛1,2,3△(审校)",https://doi.org/10.3969/j.issn.16728467.2013.04.023,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.023,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=848,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
849,血管生成在肝硬化门脉高压(PHT)中的研究进展,"缪青(综述),陈世耀△(审校)",https://doi.org/10.3969/j.issn.16728467.2013.04.024,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.024,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=849,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
850,成人右肺动脉起源于升主动脉(AOPA)合并动脉导管未闭1例,"曹园园1,2;周达新1,2△;宿燕岗1,2;葛均波1,2",https://doi.org/10.3969/j.issn.16728467.2013.04.025,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.025,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=850,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
851,人工髋关节置换术（THA）治疗晚期股骨头剥脱性骨软骨炎（OD）,"袁恒峰,杨木易，徐卫东",https://doi.org/10.3969/j.issn.16728467.2013.04.026,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.04.026,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=851,https://jms.fudan.edu.cn/CN/Y2013/V40/I04
852,Hsa-miR-660负调控人类肝脏组织中药物代谢酶CYP3A4的表达,"张艺婷1,王晓飞2,魏之昀3,陈铭杰1,邢清和1△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/505,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=852,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
853,缺氧诱导因子1α（HIF1α）下调HepG2细胞中甘氨酸-N-甲基转移酶（GNMT）基因的表达,"谢磊,于振海,黄钢△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/511,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=853,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
854,413例成人特发性膜性肾病(IMN)临床及病理分析,"刘春凤,刘红,方艺,钟一红,滕杰,袁敏,丁小强△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/516,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=854,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
855,羧基肽酶E (CPE)在人乳腺腺癌中的表达和功能,"刘换新2▲,周东4▲,游娟1,张娟辉3,唐松山1,△唐柏山5",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/523,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=855,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
856,流感监测中流感病毒优势株在犬肾细胞系（MDCK）细胞模型中竞争性复制的意义,"汪千力1,居丽雯1,蒋露芳1,申惠国2,熊海燕1,朱雯1,蔡韵1,姜庆五1△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/529,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=856,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
857,浙江省农村自然人群隐匿性乙型肝炎病毒感染（OBI）情况及进化特征分析,"姚晴青1,董晓莲2,王学才2,徐海涛2,王晓丽2,陈胜玉2,唐智峰2,郑英杰1△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/534,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=857,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
858,夜磨牙(SB)患者咬肌抑制反射(MIR)及其恢复曲线实验,"黄黄1,宋宇涵1,王继军2,郭茜2,刘伟才1△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/541,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=858,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
859,哮喘患者初始抗炎治疗前后炎症状态的变化,"安霞1,2叶伶1,龚颖1,杨冬1,李丽1,金美玲1△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/545,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=859,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
860,慢病毒介导的miRNA-197-3p-siRNA对喉癌细胞系Hep-2生物学行为的影响,"李俊1,王建中2,白广平1,周雷2,黄新生2△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/550,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=860,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
861,浙江省玉环县农村社区成人高血压患病率与知晓率现况,"苏美芳1,田娜2,李松涛1,应旭华1,付朝伟2,何纳2,姜庆五2△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/556,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=861,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
862,上海市松江区成人血尿酸水平与肾脏损害的关系,"陈慧勇1,臧秀娟2△,马莉莉1,戴晓敏1,郑峰2,宋莹2,姜林娣1",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/562,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=862,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
863,新工艺乙醇提取法获取的三藤胶囊混悬液对MRL/lpr狼疮鼠影响的药效学研究,"王强1,封玉荣1,杨春欣2△,沈熊2,秦万章1",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/568,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=863,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
864,经阴道二维及三维超声在纵隔子宫诊治中的应用,"徐圣佳1,周毓青2,孙莉1,隋龙1,赵凡桂1,林如1,任芸芸1△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/574,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=864,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
865,脉络丛乳头状瘤13例临床病理分析,"韩春1,毕海霞1,张福林1,唐峰1,2△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/579,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=865,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
866,人鞘磷脂合酶干扰载体的构建与鉴定,"胡时栋,丁毅,宋丹丹,陈清兰,颜念龙△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/584,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=866,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
867,脐尿管腺癌的计算机断层尿路造影（CTU）表现特点及其临床价值,"丁玉芹1,3;何德明2;张利军1,3;宋凤祥1,3;周建军1.3;△曾蒙苏1,3",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/589,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=867,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
868,围麻期超高场强术中磁共振对全身麻醉患者体温的影响,"丁晓楠,张军,梁伟民△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/594,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=868,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
869,中孕早期普通超声检查易发现的胎儿异常种类,"胡雁来,赵蔚,严英榴△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/598,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=869,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
870,双钢板治疗肱骨中下段骨折术后骨不连,"王志刚1,张弛2,周建平2,姚振均2,杨轶2△",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/601,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=870,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
871,组织因子途径抑制物-2 (TFPI-2)在动脉粥样硬化斑块稳定性中的作用,"潘俊杰(综述),罗心平△(审校)",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/606,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=871,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
872,植物内生菌在药物研究中的应用,"郑江松(综述),李继扬△(审校)",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/610,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=872,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
873,肿瘤免疫逃逸机制的研究进展,"阎永贞(综述),那可,魏晓东,金媛媛,赵波,赵文杰△(审校)",,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/619,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=873,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
874,线粒体动力学与心肌细胞能量代谢的研究进展,阿力木江·买买提江(综述)，高秀芳，金波△(审校)，施海明,,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/625,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=874,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
875,先天性肝动脉门静脉瘘（HAPFs）合并腹水1例,胡婷婷，张丹瑛，董玲△，沈锡中，王吉耀,,https://jms.fudan.edu.cn/CN/Y2013/V40/I5/629,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=875,https://jms.fudan.edu.cn/CN/Y2013/V40/I5
876,外科机器人技术引领未来手术,王国民,https://doi.org/10.3969/j.issn.1672-8467.2013.06.001,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.001,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=876,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
877,中西医结合针刺原理研究的引路人——纪念著名生理学家徐丰彦先生诞辰110周年,"吴根诚1,2△王彦青1,2",https://doi.org/10.3969/j.issn.16728467.2013.06.002,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.06.002,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=877,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
878,代谢异常与子宫内膜增生性病变的关系,"单伟伟1,2 罗雪珍1 宁程程1,2 张箴波3 顾超1 陈晓军1,2△",https://doi.org/10.3969/j.issn.16728467.2013.05.003,https://jms.fudan.edu.cn/CN/10.3969/j.issn.16728467.2013.05.003,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=878,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
879,四川省凉山艾滋病高发地区育龄妇女和妇幼工作者AIDs/HIV相关知识知晓情况和态度调查,聂世姣1 俄木阿呷2 杨爱辉1 宋秀霞1 周海群2 周艺彪1△ 姜庆五1,https://doi.org/10.3969/j.issn.1672-8467.2013.06.004,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.004,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=879,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
880,SULT2B1影响小鼠Hepa1-6肝癌细胞的HIF-1α，糖酵解及血管新生,"杨晓明1,2 李晓波2 殷莲华2△",https://doi.org/10.3969/j.issn.1672-8467.2013.06.005,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.005,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=880,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
881,CT术前评估中重度阻塞性睡眠呼吸暂停低通气综合征(OSAHS)悬雍垂腭咽成形术（UPPP）的远期疗效,周旭1 王建中1 刘骏桢2,https://doi.org/10.3969/j.issn.1672-8467.2013.05.006,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.05.006,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=881,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
882,异丙酚预处理对脂多糖（LPS）诱导的人肺微血管内皮细胞（HPMVCs）血管紧张素转化酶（ACE）的表达与活性的影响,李晓瑜 王浩 方芳 薛张纲 仓静△,https://doi.org/10.3969/j.issn.1672-8467.2013.06.007,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.007,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=882,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
883,GlideScope视频喉镜下经鼻与经口气管插管在困难气道患者中的比较,徐振东1 党丹丹2 徐江慧2 焦微2 车薛华2△,https://doi.org/10.3969/j.issn.1672-8467.2013.06.008,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.008,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=883,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
884,膜突蛋白促进乳腺癌细胞侵袭转移的机制研究,倪翔 邵志敏△,https://doi.org/10.3969/j.issn.1672-8467.2013.06.009,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.009,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=884,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
885,组织因子途径抑制物2 (TFPI-2)基因多态性与急性冠脉综合征的关联性,刘荣乐1 李剑1 倪唤春1 金波1 朱军1 李延林1 沈伟1 施海明1 马端2 罗心平1△,https://doi.org/10.3969/j.issn.1672-8467.2013.06.010,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.010,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=885,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
886,显微拉曼光谱技术联合Karnovsky-Roots染色法快速鉴别周围神经纤维的功能性质,徐沁同1 陈增淦1△ 张键1 费琴明1 周建平1 张峰1 姚文华2,https://doi.org/10.3969/j.issn.1672-8467.2013.05.011,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.05.011,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=886,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
887,达芬奇机器人手术系统在51例心脏手术中的应用,"魏来1,2▲ 沈金强1,2▲ 夏利民1,2 宋凯1,2 刘欢1,2 朱家泗1,2 王春生1,2△",https://doi.org/10.3969/j.issn.1672-8467.2013.06.012,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.012,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=887,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
888,高龄患者主动脉瓣置换的手术风险及疗效分析,胡馗 洪涛△ 王春生 丁文军 夏利民 赵东 杨兆华 陆树洋,https://doi.org/10.3969/j.issn.1672-8467.2013.05.013,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.05.013,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=888,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
889,子宫Müllerian腺肉瘤5例临床病理分析,于静△ 朱慧庭,https://doi.org/10.3969/j.issn.1672-8467.2013.06.014,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.014,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=889,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
890,106例病理性乳头溢液(PND)临床分析,王富文1 林燕苹2 何萍青2△,https://doi.org/10.3969/j.issn.1672-8467.2013.05.015,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.05.015,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=890,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
891,定点医院诊治的结核病防治模式下肺结核患者诊疗状况及影响因素调查,李新旭1 刘小秋1 姜世闻1△ 张天华2 刘飞鹰3 方群1 张慧1 王黎霞1,https://doi.org/10.3969/j.issn.1672-8467.2013.06.016,https://jms.fudan.edu.cn/CN/10.3969/j.issn.1672-8467.2013.06.016,https://jms.fudan.edu.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=891,https://jms.fudan.edu.cn/CN/Y2013/V40/I6
